Group,Size,Direction,x_youbot_transformed,y_youbot_transformed,theta,x_optitrack,y_optitrack,accuracy_error
Group1,Small,Left,-182.60000000000002,40.870000000000005,-1.86,-195.839935,94.272736,55.01952463525943
Group1,Small,Left,-182.60000000000002,40.870000000000005,-1.85,-195.845276,94.357399,55.10298710688357
Group1,Small,Left,-182.60000000000002,40.870000000000005,-1.85,-195.846924,94.242554,54.9919131868013
Group1,Small,Left,-182.60000000000002,40.870000000000005,-1.84,-195.777161,94.231728,54.96463942541518
Group1,Small,Left,-182.60000000000002,40.870000000000005,-1.84,-195.806,94.249237,54.98855679777537
Group1,Small,Left,-182.60000000000002,40.870000000000005,-1.87,-195.821304,94.251144,54.994085265682436
Group1,Small,Left,-182.60000000000002,40.870000000000005,-1.86,-195.846771,94.260094,55.00890000041153
Group1,Small,Left,-182.60000000000002,40.870000000000005,-1.86,-195.837982,94.268486,55.01492956029771
Group1,Small,Left,-182.60000000000002,40.870000000000005,-1.84,-195.809921,94.240349,54.980870902597026
Group1,Small,Left,-182.60000000000002,40.870000000000005,-1.86,-195.805984,94.24794,54.98729391461136
Group1,Small,Left,-182.60000000000002,40.870000000000005,-1.85,-195.62207,94.135193,54.833886351526715
Group1,Small,Left,-182.60000000000002,40.870000000000005,-1.85,-195.794571,94.244316,54.98103593369168
Group1,Small,Left,-182.60000000000002,40.870000000000005,-1.84,-195.863403,94.260788,55.0135810723257
Group1,Small,Left,-182.60000000000002,40.870000000000005,-1.84,-195.885986,94.268166,55.02618972958013
Group1,Small,Left,-182.60000000000002,40.870000000000005,-1.86,-195.90979,94.284279,55.04757679438705
Group4,Small,Left,-182.60000000000002,40.870000000000005,-1.85,-195.665771,94.25399,54.95966484745463
Group4,Small,Left,-182.60000000000002,40.870000000000005,-1.86,-195.627243,94.193588,54.89183998897097
Group4,Small,Left,-182.60000000000002,40.870000000000005,-1.85,-195.626175,94.202026,54.89978353687107
Group4,Small,Left,-182.60000000000002,40.870000000000005,-1.85,-195.692856,94.200668,54.914324429632735
Group4,Small,Left,-182.60000000000002,40.870000000000005,-1.86,-195.63858,94.197945,54.8987639782484
Group4,Small,Left,-182.60000000000002,40.870000000000005,-1.86,-195.5896,94.243011,54.930938562581645
