group,mass,position,trial,type,x,y,theta
Group4,7,right,1,external,-234.960098,90.211006,-0.04156935209738643
Group4,7,right,1,external,-234.985062,90.227135,-0.043544491670924584
Group4,7,right,1,external,-234.96991,90.199921,-0.04109176580932334
Group4,7,right,1,external,-234.968704,90.208961,-0.04114881354286512
Group4,7,right,1,external,-234.972092,90.225868,-0.044277297989034445
Group4,7,right,1,external,-234.974045,90.275269,-0.07429084466856634
Group4,7,right,1,external,-234.969498,90.204094,-0.03965041986279819
Group4,7,right,1,external,-234.988449,90.228683,-0.04337191680062408
Group4,7,right,1,external,-234.982986,90.22657,-0.04268110092499457
Group4,7,right,1,external,-234.976501,90.237381,-0.043045646826000046
Group4,7,right,1,external,-234.946091,90.219269,-0.040778575646092836
Group4,7,right,1,external,-234.998062,90.223633,-0.04306867242887409
Group4,7,right,1,external,-234.984329,90.232071,-0.0456219708271632
Group4,7,right,1,external,-234.992096,90.230171,-0.043123013166036096
Group4,7,right,1,external,-234.984802,90.232635,-0.045379622540964774
Group4,7,right,1,external,-234.986633,90.230804,-0.04385353209952643
Group4,7,right,1,external,-235.001633,90.229736,-0.04317584854331891
Group4,7,right,1,external,-235.007736,90.23172,-0.04425626571379936
Group4,7,right,1,external,-234.986465,90.237823,-0.04522684552525688
Group4,7,right,1,external,-234.987686,90.228294,-0.04451605470881037
Group4,7,straight,1,external,-214.301605,90.036865,-3.0068547066738227
Group4,7,straight,1,external,-214.27681,90.031723,-2.931554521535652
Group4,7,straight,1,external,-214.277222,90.033913,-2.9529699387941917
Group4,7,straight,1,external,-214.300369,90.037788,-2.9856163523431944
Group4,7,straight,1,external,-214.258392,90.029892,-2.9296336008319495
Group4,7,straight,1,external,-214.288681,89.994827,-3.0225174276827387
Group4,7,straight,1,external,-214.291977,90.023575,-3.001270731025623
Group4,7,straight,1,external,-214.294479,90.035995,-2.9297843326054345
Group4,7,straight,1,external,-214.323807,90.040581,-2.9132728670190207
Group4,7,straight,1,external,-214.288849,90.037323,-2.963331020977686
Group4,7,straight,1,external,-214.270325,90.035942,-3.025331143064427
Group4,7,straight,1,external,-214.269943,90.024902,-2.9972028407395443
Group4,7,straight,1,external,-214.273407,90.034523,-2.993221145829591
Group4,7,straight,1,external,-214.322632,90.007744,-2.690921425789634
Group4,7,straight,1,external,-214.291046,90.029839,-2.9846337436395594
Group4,7,straight,1,external,-214.303833,90.028503,-3.0114267964050927
Group4,7,straight,1,external,-214.273788,90.031853,-2.9506731614632464
Group4,7,straight,1,external,-214.302246,90.043831,-2.9828785488731038
Group4,7,straight,1,external,-214.288467,90.030876,-3.010536621275877
Group4,7,straight,1,external,-214.308426,89.996193,-3.0412983121318775
Group4,7,straight,1,external,-214.288467,90.033188,-3.0135063152428434
Group4,7,straight,1,external,-214.285187,90.035057,-3.0083071351749013
Group4,7,straight,1,external,-214.315918,90.027252,-3.017187447882132
Group4,7,straight,1,external,-214.277786,90.027512,-2.9890512930279862
Group4,7,straight,1,external,-214.287979,89.995209,-3.0233414426589422
Group4,7,left,1,external,-196.454315,92.20253,0.09790058908905222
Group4,7,left,1,external,-196.429565,92.206032,0.10052952542769528
Group4,7,left,1,external,-196.364532,92.199097,0.08280177289543439
Group4,7,left,1,external,-196.538895,92.189255,0.07844792780855227
Group4,7,left,1,external,-196.714371,92.222481,0.031342820386723216
Group4,7,left,1,external,-196.501144,92.204147,0.08003674446076221
Group4,7,left,1,external,-196.47287,92.229202,0.0713387309836036
Group4,7,left,1,external,-196.679764,92.202789,0.030690322152684073
Group4,7,left,1,external,-196.480637,92.189423,0.07467622095462194
Group4,7,left,1,external,-196.509811,92.204681,0.08193321626624513
Group4,7,left,1,external,-196.45874,92.207619,0.07663212995581165
Group4,7,left,1,external,-196.453171,92.224472,0.08926748453781458
Group4,7,left,1,external,-196.453125,92.205788,0.07971589029444004
Group4,7,left,1,external,-196.445892,92.206841,0.0804528277040003
Group4,7,left,1,external,-196.489471,92.191353,0.07516702825796755
Group4,7,left,1,external,-196.486771,92.226952,0.07328342972771655
Group4,7,left,1,external,-196.470779,92.19838,0.0955671185522291
Group4,7,left,1,external,-196.380295,92.205833,0.09872837996214527
Group4,7,left,1,external,-196.341339,92.202217,0.1056122520970666
Group4,7,left,1,external,-196.40033,92.206886,0.09463279569587592
Group4,7,left,1,external,-196.424988,92.21109,0.11129949746486938
Group4,7,left,1,external,-196.455978,92.206505,0.07759194236231429
Group4,7,left,1,external,-196.476135,92.204811,0.07971296709905723
Group4,7,left,1,external,-196.368423,92.205521,0.1000211417141029
Group4,7,left,1,external,-196.419006,92.203026,0.08709454785779198
Group4,7,right,1,external,-236.146851,92.44648,-0.0042207427725749055
Group4,7,right,1,external,-235.62291,92.340775,2.9904106136738315
Group4,7,right,1,external,-236.178207,92.443558,-0.0021050030413403372
Group4,7,right,1,external,-236.104553,92.446556,-0.0049964661452724735
Group4,7,right,1,external,-236.117737,92.443314,-0.003512697246163743
Group4,7,right,1,external,-236.134811,92.437897,-0.002388440858539469
Group4,7,right,1,external,-236.134979,92.437988,-0.002324180267050252
Group4,7,right,1,external,-236.136551,92.445412,-0.003753471920338422
Group4,7,right,1,external,-235.615326,92.338142,2.986240614529535
Group4,7,right,1,external,-236.121994,92.439667,-0.0032384150453972937
Group4,7,right,1,external,-236.165619,92.41394,0.00400033307800533
Group4,7,right,1,external,-236.14946,92.446693,-0.0060368010128240505
Group4,7,right,1,external,-236.164688,92.411476,0.00035204281750222065
Group4,7,right,1,external,-235.592102,92.349426,2.994958334407717
Group4,7,right,1,external,-235.618454,92.352089,2.976608718518996
Group4,7,right,1,external,-236.115311,92.438179,-0.002580349065256557
Group4,7,right,1,external,-236.108978,92.444313,-0.0047231722640622125
Group4,7,right,1,external,-236.154556,92.443054,-0.005104247012428135
Group4,7,right,1,external,-236.151001,92.438446,-0.0045707565381001795
Group4,7,right,1,external,-236.136169,92.44455,-0.00399651576981544
Group4,7,right,1,external,-236.171143,92.432983,-0.0007542948180666713
Group4,7,right,1,external,-235.986145,92.444901,-0.005548277430936597
Group4,7,right,1,external,-236.121368,92.409668,0.002419067296237265
Group4,7,right,1,external,-236.116379,92.438141,-0.0031633745676097258
Group4,7,right,1,external,-236.122971,92.442856,-0.004308313893444695
Group4,7,straight,1,external,-214.615204,92.20977,3.109908570098095
Group4,7,straight,1,external,-214.628357,92.218559,3.1099754040059873
Group4,7,straight,1,external,-214.609695,92.203117,3.109804468361964
Group4,7,straight,1,external,-214.62056,92.202667,3.11146547515504
Group4,7,straight,1,external,-215.388824,92.185654,0.02327318443949478
Group4,7,straight,1,external,-214.628174,92.173172,3.1176285940494197
Group4,7,straight,1,external,-214.638092,92.179443,3.117594258724874
Group4,7,straight,1,external,-214.633804,92.208115,3.1090825060463607
Group4,7,straight,1,external,-214.616211,92.133553,3.1295962362988305
Group4,7,straight,1,external,-214.589478,92.147079,3.1323138643531103
Group4,7,straight,1,external,-214.579361,92.205719,3.1027622829152035
Group4,7,straight,1,external,-214.607651,92.067337,3.1002167409012626
Group4,7,straight,1,external,-214.596146,92.203178,3.1097124518916757
Group4,7,straight,1,external,-214.58493,92.078896,3.110414777780595
Group4,7,straight,1,external,-214.606506,92.095718,3.109937217430589
Group4,7,straight,1,external,-214.633591,92.1978,3.1112108822782307
Group4,7,straight,1,external,-214.621521,92.145752,3.126744238873241
Group4,7,straight,1,external,-214.610001,92.141647,3.126773458606752
Group4,7,straight,1,external,-214.652435,92.170013,3.120272974189895
Group4,7,straight,1,external,-214.623566,92.137978,3.1296723998875744
Group4,7,straight,1,external,-214.568878,92.061775,3.099738838624648
Group4,7,straight,1,external,-214.635986,92.206657,3.1128210742787354
Group4,7,straight,1,external,-214.588043,92.090401,3.1143270308216726
Group4,7,straight,1,external,-214.636093,92.211845,3.1073721292491063
Group4,7,straight,1,external,-214.643127,92.183441,3.1169012357639425
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.84
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.87
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.84
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.84
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.87
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.84
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.84
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.84
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.94
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.94
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.93
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.92
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.97
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.94
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.93
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.97
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.94
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.93
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.94
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.98
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.98
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.96
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.96
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.96
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.84
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.84
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.87
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.9
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.84
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.87
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.87
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.84
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.94
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.93
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.94
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.97
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.94
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.97
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.94
Group1,7,right,1,internal,-3.0,-42.199999999999996,-1.0
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.96
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.96
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.89
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.87
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.82
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group1,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.9900000000000002
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.98
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.94
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.9900000000000002
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.93
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.94
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.93
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.93
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.98
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.94
Group1,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.96
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.96
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.96
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.98
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.98
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.96
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group1,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.84
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.87
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.84
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.84
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.84
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.92
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.94
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.94
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.94
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.94
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.94
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.96
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.97
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.95
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.94
Group2,7,right,1,internal,-3.0,-42.199999999999996,-0.94
Group2,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group2,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group2,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group2,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group2,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group2,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group2,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group2,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group2,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group2,7,straight,1,internal,13.600000000000001,-30.0,-2.01
Group2,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group2,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group2,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group2,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group2,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group2,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group2,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group2,7,straight,1,internal,13.600000000000001,-30.0,-1.96
Group2,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group2,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group2,7,straight,1,internal,13.600000000000001,-30.0,-1.96
Group2,7,straight,1,internal,13.600000000000001,-30.0,-1.96
Group2,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group2,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group2,7,straight,1,internal,13.600000000000001,-30.0,-1.97
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.87
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.84
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.86
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
Group2,7,left,1,internal,29.799999999999997,-35.3,-1.85
